query_file,query_hash,join_count,read_tables,n_tables,bytes_read,runtime_ms,rows_returned,status,error_msg
q26.sql,4a542b1d,4,catalog_sales|customer_demographics|date_dim|item|promotion,5,33626452,72.32,100,ok,
q27.sql,3d7af7aa,4,store_sales|customer_demographics|date_dim|store|item,5,50881512,180.45,100,ok,
q28.sql,0893a28e,2,count,1,8000,177.68,1,ok,
q29.sql,7c88434d,7,store_sales|store_returns|catalog_sales|date_dim|store|item,6,62126010,76.53,1,ok,
q30.sql,142be53f,2,web_returns|date_dim|customer_address,3,2856847,78.75,100,ok,
q31.sql,6e795a31,2,store_sales|date_dim|customer_address,3,39656232,229.39,44,ok,
q32.sql,e0db91be,2,catalog_sales|item|date_dim,3,22092652,19.9,1,ok,
q33.sql,197a33e8,3,store_sales|date_dim|customer_address|item,4,40106232,45.73,100,ok,
q34.sql,7d1d2add,5,ss_customer_sk|count|date_dim|store|household_demographics,5,1506260,64.81,455,ok,
q35.sql,3741aa6b,2,customer|customer_address|customer_demographics,3,13874800,298.81,100,ok,
q36.sql,23c70ed4,3,store_sales|date_dim|item|store,4,39356712,284.8,100,ok,
q37.sql,1af6875e,3,item|inventory|date_dim|catalog_sales,4,57327652,38.71,1,ok,
q38.sql,c2f43dd1,4,c_first_name|d_date|date_dim|customer,4,3076980,173.14,1,ok,
q39.sql,b013af60,8,w_warehouse_sk|i_item_sk|d_moy|stddev_samp|avg|item|warehouse|date_dim,8,1951080,123.67,243,ok,
q40.sql,6d1a3777,1,catalog_returns|catalog_sales,2,21478275,44.45,100,ok,
q41.sql,cec4697e,0,item,1,450000,33.51,4,ok,
q42.sql,b451253b,2,date_dim|store_sales|item,3,39356232,39.45,10,ok,
q43.sql,ad0c3ca4,2,date_dim|store_sales|store,3,38906712,81.35,6,ok,
q44.sql,0ee437c2,1,rank,1,8000,67.87,10,ok,
q45.sql,2721b620,4,web_sales|customer|customer_address|date_dim|item,5,14332356,47.85,19,ok,
q46.sql,9a2e3d52,8,ss_customer_sk|ca_city|sum|date_dim|store|household_demographics|customer_address,7,2264260,136.86,100,ok,
q47.sql,fed3493e,3,item|store_sales|date_dim|store,4,39356712,609.78,100,ok,
q48.sql,cefd4089,4,store_sales|store|customer_demographics|customer_address|date_dim,5,51181512,86.85,1,ok,
q49.sql,bfefd1e1,10,web_returns|catalog_returns|store_returns|web|return_ratio|currency_ratio|rank,7,4562096,114.26,34,ok,
q50.sql,a64ae113,4,store_sales|store_returns|store|date_dim,4,41494338,89.51,6,ok,
q51.sql,ca9a33c4,2,store_v1|web_sales|date_dim,3,11540356,1102.12,100,ok,
q52.sql,fef99927,2,date_dim|store_sales|item,3,39356232,93.4,100,ok,
q53.sql,4fcdc51b,5,sum|avg|store_sales|date_dim|store,5,38922712,100.4,100,ok,
q54.sql,5e665569,7,cs_bill_customer_sk|cs_item_sk|ws_bill_customer_sk|ws_item_sk|item|date_dim|customer,7,3542980,72.44,1,ok,
q55.sql,4e0c7d12,2,date_dim|store_sales|item,3,39356232,98.8,100,ok,
q56.sql,6dd68dd0,3,store_sales|date_dim|customer_address|item,4,40106232,147.96,100,ok,
q57.sql,4eac91fd,3,item|catalog_sales|date_dim|call_center,4,22100652,345.52,100,ok,
q58.sql,32790145,2,store_sales|item|date_dim,3,39356232,151.84,5,ok,
q59.sql,67c72667,1,store_sales|date_dim,2,38906232,122.47,100,ok,
q60.sql,997f4dd6,3,store_sales|date_dim|customer_address|item,4,40106232,148.82,100,ok,
q61.sql,8b3d981a,6,store|promotion|date_dim|customer|customer_address|item,6,4270460,91.91,1,ok,
q62.sql,5f3724b7,7,web_sales|ship_mode|web_site|date_dim,4,11533416,55.63,100,ok,
q63.sql,bf227242,5,sum|avg|store_sales|date_dim|store,5,38922712,73.61,100,ok,
q64.sql,46987dd5,1,catalog_sales|catalog_returns,2,21478275,240.6,2,ok,
q65.sql,8952e8bd,6,store|item|avg|ss_item_sk|sum|date_dim,6,1935460,199.3,100,ok,
q66.sql,423525a9,36,w_warehouse_sq_ft|w_city|w_county|w_state|w_country|barian|d_year|sum|warehouse|date_dim|time_dim|ship_mode,12,2043640,393.4,5,ok,
q67.sql,0cbfdead,9,i_class|i_brand|i_product_name|d_year|d_qoy|d_moy|s_store_id|sumsales|rank,9,72000,2225.69,100,ok,
q68.sql,e0824137,9,ss_customer_sk|ca_city|sum|date_dim|store|household_demographics|customer_address,7,2264260,147.5,100,ok,
q69.sql,1df874b1,2,customer|customer_address|customer_demographics,3,13874800,160.51,100,ok,
q70.sql,bcc81853,2,store_sales|date_dim|store,3,38906712,165.65,3,ok,
q71.sql,772da69d,5,item|ws_sold_date_sk|ws_item_sk|ws_sold_time_sk|date_dim,5,1934980,148.33,1031,ok,
q72.sql,b1fdff69,10,inventory|warehouse|item|customer_demographics|household_demographics|date_dim|promotion|catalog_returns|catalog_sales,9,70186955,232.2,100,ok,
q73.sql,e7145f81,5,ss_customer_sk|count|date_dim|store|household_demographics,5,1506260,65.34,1,ok,
q74.sql,95d94181,2,customer|store_sales|date_dim,3,40506232,670.79,92,ok,
q75.sql,10f55291,17,item|date_dim|catalog_returns|store_returns|web_returns|i_brand_id|i_class_id|i_category_id|i_manufact_id|cs_quantity|cs_ext_sales_price,11,6489076,242.2,100,ok,
q76.sql,bc811bf0,7,d_year|d_qoy|i_category|ss_ext_sales_price|item|date_dim,6,1942980,125.12,100,ok,
q77.sql,5ce80a06,4,sr|wr|store_sales|date_dim|store,5,38922712,107.29,44,ok,
q78.sql,64b7f7e7,8,web_returns|date_dim|catalog_returns|store_returns|ws|cs|web_sales,7,16078452,340.99,100,ok,
q79.sql,146de5ce,7,ss_customer_sk|store|sum|date_dim|household_demographics,5,1506260,106.55,100,ok,
q80.sql,070a85f4,3,store_returns|catalog_returns|web_returns|store_sales,4,41975348,284.64,100,ok,
q81.sql,e89b021a,2,catalog_returns|date_dim|customer_address,3,3507583,138.04,100,ok,
q82.sql,4713f85f,3,item|inventory|date_dim|store_sales,4,74591232,57.48,2,ok,
q83.sql,5a0e1825,2,store_returns|item|date_dim,3,4498606,86.86,24,ok,
q84.sql,7a99d437,5,customer|customer_address|customer_demographics|household_demographics|income_band|store_returns,6,16491286,38.51,16,ok,
q85.sql,29dba323,7,web_sales|web_returns|web_page|customer_demographics|customer_address|date_dim|reason,7,24454203,77.93,1,ok,
q86.sql,55ac95df,2,web_sales|date_dim|item,3,11982356,117.3,100,ok,
q87.sql,4b6c2657,4,c_first_name|d_date|date_dim|customer,4,3076980,347.17,1,ok,
q88.sql,281b9b71,3,household_demographics|time_dim|store,3,547680,116.0,1,ok,
q89.sql,c94f5641,13,i_class|i_brand|s_store_name|s_company_name|d_moy|sum|avg|store_sales|date_dim|store,10,38962712,292.41,100,ok,
q90.sql,3adf7b05,3,household_demographics|time_dim|web_page,3,548100,23.43,1,ok,
q91.sql,6363c057,6,call_center|catalog_returns|date_dim|customer|customer_address|customer_demographics|household_demographics,7,16669183,48.98,2,ok,
q92.sql,c48683e7,2,web_sales|item|date_dim,3,11982356,37.6,1,ok,
q93.sql,406abffe,4,store_returns|ss_ticket_number|ss_customer_sk|case,4,2611626,92.51,100,ok,
q94.sql,0d30ba56,3,web_sales|date_dim|customer_address|web_site,4,12283256,50.96,1,ok,
q95.sql,37e2298f,1,web_sales,1,10071376,297.31,1,ok,
q96.sql,b5000cb8,3,store_sales|household_demographics|time_dim|store,4,37992932,15.86,1,ok,
q97.sql,011c8c0c,2,csci|store_sales|date_dim,3,38914232,160.01,1,ok,
q98.sql,068bddc8,2,store_sales|item|date_dim,3,39356232,201.46,2521,ok,
q99.sql,13a10ce8,7,catalog_sales|ship_mode|call_center|date_dim,4,21650812,91.22,90,ok,
