query_file,query_hash,join_count,read_tables,n_tables,bytes_read,runtime_ms,rows_returned,status,error_msg
19c.sql,47287437,9,aka_name|char_name|cast_info|company_name|info_type|movie_companies|movie_info|name|role_type|title,10,655805480,1928.7,1,ok,
19d.sql,0f9bc21a,9,aka_name|char_name|cast_info|company_name|info_type|movie_companies|movie_info|name|role_type|title,10,655805480,2325.42,1,ok,
1a.sql,68f9eccf,4,company_type|info_type|movie_companies|movie_info_idx|title,5,62253403,130.18,1,ok,
1b.sql,7d789e98,4,company_type|info_type|movie_companies|movie_info_idx|title,5,62253403,85.35,1,ok,
1c.sql,91569977,4,company_type|info_type|movie_companies|movie_info_idx|title,5,62253403,85.39,1,ok,
1d.sql,30f2a62e,4,company_type|info_type|movie_companies|movie_info_idx|title,5,62253403,110.52,1,ok,
20a.sql,f8d43178,9,complete_cast|comp_cast_type|char_name|cast_info|keyword|kind_type|movie_keyword|name|title,9,340237115,1394.55,1,ok,
20b.sql,5bf27ed4,9,complete_cast|comp_cast_type|char_name|cast_info|keyword|kind_type|movie_keyword|name|title,9,340237115,1024.79,1,ok,
20c.sql,e5eb1499,9,complete_cast|comp_cast_type|char_name|cast_info|keyword|kind_type|movie_keyword|name|title,9,340237115,960.24,1,ok,
21a.sql,335022c9,8,company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,9,365042328,148.07,1,ok,
21b.sql,11c9f2e7,8,company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,9,365042328,132.97,1,ok,
21c.sql,8e1bd96d,8,company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,9,365042328,119.82,1,ok,
22a.sql,9da0cee7,10,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,10,375962937,709.49,1,ok,
22b.sql,2738c0d8,10,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,10,375962937,612.18,1,ok,
22c.sql,508652ef,10,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,10,375962937,1794.71,1,ok,
22d.sql,05afdd3c,10,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,10,375962937,2854.73,1,ok,
23a.sql,28316b91,10,complete_cast|comp_cast_type|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|title,11,365463009,657.26,1,ok,
23b.sql,ebfcac9b,10,complete_cast|comp_cast_type|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|title,11,365463009,390.96,1,ok,
23c.sql,fb992704,10,complete_cast|comp_cast_type|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|title,11,365463009,678.59,1,ok,
24a.sql,5fd8d117,11,aka_name|char_name|cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|role_type|title,12,670450630,1374.07,1,ok,
24b.sql,580b1b96,11,aka_name|char_name|cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|role_type|title,12,670450630,376.6,1,ok,
25a.sql,2cfd5e4e,8,cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,8,616048378,1366.11,1,ok,
25b.sql,28979637,8,cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,8,616048378,336.08,1,ok,
25c.sql,4c9a6361,8,cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,8,616048378,1509.64,1,ok,
26a.sql,b96613a8,11,complete_cast|comp_cast_type|char_name|cast_info|info_type|keyword|kind_type|movie_info_idx|movie_keyword|name|title,11,351277734,835.5,1,ok,
26b.sql,76ec83a7,11,complete_cast|comp_cast_type|char_name|cast_info|info_type|keyword|kind_type|movie_info_idx|movie_keyword|name|title,11,351277734,330.95,1,ok,
26c.sql,892c9766,11,complete_cast|comp_cast_type|char_name|cast_info|info_type|keyword|kind_type|movie_info_idx|movie_keyword|name|title,11,351277734,956.42,1,ok,
27a.sql,16265c48,11,complete_cast|comp_cast_type|company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,11,365582680,102.37,1,ok,
27b.sql,9205eb46,11,complete_cast|comp_cast_type|company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,11,365582680,79.19,1,ok,
27c.sql,fe6f0495,11,complete_cast|comp_cast_type|company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,11,365582680,77.21,1,ok,
28a.sql,809a6fd1,13,complete_cast|comp_cast_type|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,12,376503289,1963.96,1,ok,
28b.sql,d5679897,13,complete_cast|comp_cast_type|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,12,376503289,803.85,1,ok,
28c.sql,64a96015,13,complete_cast|comp_cast_type|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,12,376503289,1108.3,1,ok,
29a.sql,db832029,16,aka_name|complete_cast|comp_cast_type|char_name|cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|person_info|role_type|title,15,745082582,356.04,1,ok,
29b.sql,40c25ddc,16,aka_name|complete_cast|comp_cast_type|char_name|cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|person_info|role_type|title,15,745082582,383.37,1,ok,
29c.sql,8a55e02e,16,aka_name|complete_cast|comp_cast_type|char_name|cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|person_info|role_type|title,15,745082582,582.55,1,ok,
2a.sql,840ff0c2,4,company_name|keyword|movie_companies|movie_keyword|title,5,68207896,230.16,1,ok,
2b.sql,9a814906,4,company_name|keyword|movie_companies|movie_keyword|title,5,68207896,110.99,1,ok,
2c.sql,25d55bbe,4,company_name|keyword|movie_companies|movie_keyword|title,5,68207896,106.38,1,ok,
2d.sql,d4024b14,4,company_name|keyword|movie_companies|movie_keyword|title,5,68207896,581.56,1,ok,
30a.sql,4f0e5d96,11,complete_cast|comp_cast_type|cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,10,616588730,1863.72,1,ok,
30b.sql,41e56efc,11,complete_cast|comp_cast_type|cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,10,616588730,688.06,1,ok,
30c.sql,22c86934,11,complete_cast|comp_cast_type|cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,10,616588730,1702.72,1,ok,
31a.sql,19e3cbf1,10,cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_info_idx|movie_keyword|name|title,10,639271380,1661.35,1,ok,
31b.sql,35fcc932,10,cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_info_idx|movie_keyword|name|title,10,639271380,930.73,1,ok,
31c.sql,588bd257,10,cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_info_idx|movie_keyword|name|title,10,639271380,1209.59,1,ok,
32a.sql,3bdb3bad,5,keyword|link_type|movie_keyword|movie_link|title,5,45104918,21.57,1,ok,
32b.sql,dced393c,5,keyword|link_type|movie_keyword|movie_link|title,5,45104918,76.21,1,ok,
33a.sql,60e32338,13,company_name|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,8,64723403,122.45,1,ok,
33b.sql,09255b59,13,company_name|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,8,64723403,121.89,1,ok,
33c.sql,1ed5e57b,13,company_name|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,8,64723403,170.27,1,ok,
3a.sql,e54a7e1d,3,keyword|movie_info|movie_keyword|title,4,341699294,595.51,1,ok,
3b.sql,c3b037bb,3,keyword|movie_info|movie_keyword|title,4,341699294,362.89,1,ok,
3c.sql,fe3aa288,3,keyword|movie_info|movie_keyword|title,4,341699294,961.78,1,ok,
4a.sql,206ec6c3,4,info_type|keyword|movie_info_idx|movie_keyword|title,5,56025513,922.6,1,ok,
4b.sql,940777f9,4,info_type|keyword|movie_info_idx|movie_keyword|title,5,56025513,194.25,1,ok,
4c.sql,15e5539a,4,info_type|keyword|movie_info_idx|movie_keyword|title,5,56025513,1076.3,1,ok,
5a.sql,048f19ff,4,company_type|info_type|movie_companies|movie_info|title,5,347927523,258.35,1,ok,
5b.sql,0ab0ed4a,4,company_type|info_type|movie_companies|movie_info|title,5,347927523,491.79,1,ok,
5c.sql,f5482cfa,4,company_type|info_type|movie_companies|movie_info|title,5,347927523,493.3,1,ok,
6a.sql,c44094c4,4,cast_info|keyword|movie_keyword|name|title,5,308293359,807.82,1,ok,
6b.sql,ac681cba,4,cast_info|keyword|movie_keyword|name|title,5,308293359,544.83,1,ok,
6c.sql,e6a499f7,4,cast_info|keyword|movie_keyword|name|title,5,308293359,839.96,1,ok,
6d.sql,176ee13d,4,cast_info|keyword|movie_keyword|name|title,5,308293359,967.58,1,ok,
6e.sql,84a04d1b,4,cast_info|keyword|movie_keyword|name|title,5,308293359,915.82,1,ok,
6f.sql,d423e118,4,cast_info|keyword|movie_keyword|name|title,5,308293359,2671.84,1,ok,
7a.sql,c33a705c,7,aka_name|cast_info|info_type|link_type|movie_link|name|person_info|title,8,378676288,166.32,1,ok,
7b.sql,479089b0,7,aka_name|cast_info|info_type|link_type|movie_link|name|person_info|title,8,378676288,92.06,1,ok,
7c.sql,86e95064,7,aka_name|cast_info|info_type|link_type|movie_link|name|person_info|title,8,378676288,5048.98,1,ok,
8a.sql,6fbc32b7,6,aka_name|cast_info|company_name|movie_companies|name|role_type|title,7,327687351,266.82,1,ok,
8b.sql,add03255,6,aka_name|cast_info|company_name|movie_companies|name|role_type|title,7,327687351,398.75,1,ok,
8c.sql,a65a12dd,6,aka_name|cast_info|company_name|movie_companies|name|role_type|title,7,327687351,2796.47,1,ok,
8d.sql,cc04f064,6,aka_name|cast_info|company_name|movie_companies|name|role_type|title,7,327687351,598.03,1,ok,
9a.sql,dbe9815e,7,aka_name|char_name|cast_info|company_name|movie_companies|name|role_type|title,8,359090741,589.2,1,ok,
9b.sql,c8c876e8,7,aka_name|char_name|cast_info|company_name|movie_companies|name|role_type|title,8,359090741,349.28,1,ok,
9c.sql,bb339d1f,7,aka_name|char_name|cast_info|company_name|movie_companies|name|role_type|title,8,359090741,541.57,1,ok,
9d.sql,e3db8c32,7,aka_name|char_name|cast_info|company_name|movie_companies|name|role_type|title,8,359090741,1929.6,1,ok,
fkindexes.sql,8b4e0e16,0,,0,0,10.95,,error,"Invalid Input Error: Cannot execute statement of type ""CREATE"" on database ""imdb"" which is attached in read-only mode!"
schema.sql,ff1329fb,0,,0,0,4.04,,error,"Invalid Input Error: Cannot execute statement of type ""CREATE"" on database ""imdb"" which is attached in read-only mode!"
